sndr_msg_id,msg_fctn,settle_dte,trade_dte,fin_instrmnt_id,trd_place,deal_price,currency_cd,settle_status,settle_priority,party_priority
1ca0b612-bf04-45bf-8a69-857e31778a26,PREADVICE,2021-02-25,2021-02-24,US5949181045,PRIM,35.31753177,USD,ERROR,HIGH,
1ca314d0-a224-4390-ab30-179da55001df,PREADVICE,2021-02-26,2021-02-24,US5949181045,OTCO,636.8542674,USD,MATCHED,MEDIUM,
1cba7da4-d1b5-4e7c-ac67-be4a428850ef,PREADVICE,2021-02-25,2021-02-24,US02079K1079,PRIM,387.7881252,INR,MATCHED,HIGH,
1ce44d1c-574a-4965-a953-75a1f09282d6,PREADVICE,2021-02-26,2021-02-24,US4581401001,OTCO,63.63887803,GBP,MATCHED,MEDIUM,
1cfce3bb-1582-4c15-9481-524a96edefee,PREADVICE,2021-02-27,2021-02-24,US5949181045,EXCH,223.6566225,USD,MATCHED,LOW,
1d312180-cf3e-4b9d-b6a8-934ac34fc343,PREADVICE,2021-02-25,2021-02-24,US02376R1023,EXCH,441.1201099,USD,MATCHED,HIGH,
1d3a605d-7b5a-4f44-a76b-b284bd34dd0a,PREADVICE,2021-02-25,2021-02-24,US4592001014,PRIM,299.6370491,GBP,MATCHED,HIGH,
1d8201e7-176d-4946-85a1-6c75ec1c5d12,PREADVICE,2021-02-26,2021-02-24,US4592001014,EXCH,13.31683045,USD,ERROR,MEDIUM,
1da7af6b-338e-44f6-bc41-2dd83bdf182f,PREADVICE,2021-02-25,2021-02-24,US4581401001,OTCO,108.4621283,INR,MATCHED,HIGH,
1de7f0c0-af7d-4780-b206-90537daa7f69,PREADVICE,2021-02-25,2021-02-24,US4592001014,EXCH,129.3841385,GBP,UNMATCHED,HIGH,
1e090476-6eaf-4596-8ee0-6c6ee192f7c4,PREADVICE,2021-02-25,2021-02-24,US4581401001,PRIM,423.5287711,USD,UNMATCHED,HIGH,
1e2eedb8-8e19-437f-8b56-5b646a82be00,PREADVICE,2021-02-27,2021-02-24,US4581401001,EXCH,312.6475672,GBP,UNMATCHED,LOW,
1e35c8d9-455c-417f-91a9-5b482185985c,PREADVICE,2021-02-25,2021-02-24,US5949181045,OTCO,21.47003256,USD,MATCHED,HIGH,
1e835d7c-917e-4308-9e03-6a22937c5430,PREADVICE,2021-02-25,2021-02-24,US17275R1023,EXCH,203.9939019,USD,ERROR,HIGH,
1eee8790-ab11-4ecd-b572-9921dbf76361,PREADVICE,2021-02-26,2021-02-24,US0378331005,OTCO,146.3975856,USD,MATCHED,MEDIUM,
1f26d9f2-32f1-4721-80b0-f06fb5a92f5a,PREADVICE,2021-02-26,2021-02-24,US4592001014,EXCH,315.7198653,USD,UNMATCHED,MEDIUM,
1f5b37cd-fa15-4c35-ad2d-cbd0c5e6d548,PREADVICE,2021-02-26,2021-02-24,US02376R1023,PRIM,14.42152555,INR,ERROR,MEDIUM,
1f8aa3e2-9b8a-40a1-87c1-d2fb32982078,PREADVICE,2021-02-26,2021-02-24,US0378331005,SECM,392.9441271,GBP,MATCHED,MEDIUM,
1f8de743-c8e3-4583-af52-23a3859a97f8,PREADVICE,2021-02-26,2021-02-24,US0231351067,OTCO,331.2578662,GBP,MATCHED,MEDIUM,
1fe20913-9804-49c0-873b-dac8638c71e2,PREADVICE,2021-02-27,2021-02-24,US02079K1079,OTCO,100.6736515,INR,MATCHED,LOW,
20ae7d05-6ba0-42ed-abff-e024998d0007,PREADVICE,2021-02-25,2021-02-24,US30303M1027,PRIM,577.5849282,GBP,UNMATCHED,HIGH,
2102c1a6-84fb-47c3-9c65-19a9439e7f7f,PREADVICE,2021-02-27,2021-02-24,US0378331005,EXCH,125.2831842,USD,MATCHED,LOW,
214fef14-d2a2-4208-9a8b-b6336f64cfc5,PREADVICE,2021-02-27,2021-02-24,US4592001014,EXCH,27.6238835,INR,UNMATCHED,LOW,
2153611b-6454-499b-8129-f8a925b24026,PREADVICE,2021-02-25,2021-02-24,US4592001014,EXCH,254.9404249,GBP,UNMATCHED,HIGH,
2160a8b2-6482-49d3-b47a-193151fb024a,PREADVICE,2021-02-25,2021-02-24,US17275R1023,EXCH,292.4925411,USD,MATCHED,HIGH,
0039b8b9-3964-4586-99e9-d1ae3d08ac45,PREADVICE,2021-02-25,2021-02-24,US0231351067,EXCH,724.9281542,USD,MATCHED,HIGH,
007aeb96-4ac8-4b6e-998a-67a9416ea700,PREADVICE,2021-02-25,2021-02-24,US02079K1079,OTCO,115.0237042,USD,MATCHED,HIGH,
010efca7-1727-4d09-8452-8394354d928b,PREADVICE,2021-02-27,2021-02-24,US30303M1027,OTCO,407.0695677,GBP,MATCHED,LOW,
0123e685-e746-4885-9db7-8cb8db0bdc80,PREADVICE,2021-02-27,2021-02-24,US30303M1027,OTCO,68.56786046,INR,UNMATCHED,LOW,
0139dd29-0fb9-457e-83fa-d43280144d0a,PREADVICE,2021-02-21,2021-02-24,US0378331005,SECM,433.2280563,GBP,MATCHED,LOW,
014226a0-ddf8-4dfd-96f5-38b3b8e48356,PREADVICE,2021-02-26,2021-02-24,US5949181045,SECM,106.4529758,INR,MATCHED,MEDIUM,
015f6d50-2abe-4cb3-9255-afb180abf2fb,PREADVICE,2021-02-21,2021-02-24,US0378331005,SECM,89.963985,USD,MATCHED,MEDIUM,
0175fac1-e79b-48cc-846b-8b44ae977654,PREADVICE,2021-02-27,2021-02-24,US00724F1012,OTCO,362.2795201,GBP,MATCHED,LOW,
024d646e-3ecd-4b07-bbc0-8c36546588b1,PREADVICE,2021-02-21,2021-02-24,US30303M1027,PRIM,208.9992458,INR,MATCHED,MEDIUM,
0330c86f-ac60-4345-8506-b826c390360a,PREADVICE,2021-02-27,2021-02-24,US0378331005,OTCO,421.5215781,INR,MATCHED,LOW,
033bcea4-fea9-48ab-b88b-b74de2d8c753,PREADVICE,2021-02-27,2021-02-24,US02079K1079,SECM,56.3100978,USD,MATCHED,LOW,
0342e8a5-9daf-4f87-96a3-75dd79df9f35,PREADVICE,2021-02-26,2021-02-24,US0378331005,OTCO,0.342351063,INR,MATCHED,MEDIUM,
0344198b-bcd8-43fb-bc61-9d6f2b198c42,PREADVICE,2021-02-26,2021-02-24,US17275R1023,EXCH,10.11829732,INR,UNMATCHED,MEDIUM,
037469f0-5615-42aa-a69b-612c4da6d5b3,PREADVICE,2021-02-26,2021-02-24,US17275R1023,SECM,150.7099116,USD,MATCHED,MEDIUM,
03feabb1-3c02-49d0-90ea-a4a11654f72a,PREADVICE,2021-02-26,2021-02-24,US5949181045,OTCO,840.4297279,GBP,UNMATCHED,MEDIUM,
046059d8-cc28-422b-af13-8234a0f803af,PREADVICE,2021-02-25,2021-02-24,US4592001014,PRIM,159.5890835,USD,MATCHED,HIGH,
0490511b-71d3-4809-bbf1-e533131ca0ed,PREADVICE,2021-02-27,2021-02-24,US0231351067,PRIM,264.0641942,USD,UNMATCHED,LOW,
04da2823-a6af-4056-be57-e16c53e9f796,PREADVICE,2021-02-26,2021-02-24,US0378331005,SECM,23.79399155,USD,MATCHED,MEDIUM,
04fb5068-8fca-4689-babd-42d6a7e3b758,PREADVICE,2021-02-26,2021-02-24,US5949181045,OTCO,639.4671585,INR,MATCHED,MEDIUM,
052c5d74-7e32-48e0-9355-d7110c23595c,PREADVICE,2021-02-26,2021-02-24,US0231351067,SECM,23.67091551,USD,MATCHED,MEDIUM,
0535d69c-1b07-470d-8ce3-88565955d6f3,PREADVICE,2021-02-26,2021-02-24,US0378331005,EXCH,54.71038745,GBP,MATCHED,MEDIUM,
0572718b-c1c7-4e0d-b66a-720cb2864106,PREADVICE,2021-02-26,2021-02-24,US4581401001,OTCO,792.7538696,GBP,MATCHED,MEDIUM,
057d731d-2513-4b6f-9b15-e81535309dbc,PREADVICE,2021-02-27,2021-02-24,US4592001014,SECM,70.50664221,USD,UNMATCHED,LOW,
066bca30-fb51-4f78-b19b-331e8bbea689,PREADVICE,2021-02-26,2021-02-24,US02376R1023,EXCH,574.9520451,INR,UNMATCHED,MEDIUM,
0681d029-113c-49c8-86db-1abc8cc22688,PREADVICE,2021-02-27,2021-02-24,US02079K1079,SECM,16.42229507,INR,MATCHED,LOW,
06b2daa6-9191-4b91-94e1-69d345b8ad71,PREADVICE,2021-02-26,2021-02-24,US00724F1012,EXCH,170.6479613,GBP,MATCHED,MEDIUM,
06cbe6d8-7566-4d39-8ef2-8d1cbde37814,PREADVICE,2021-02-27,2021-02-24,US4592001014,EXCH,522.2144172,USD,MATCHED,LOW,
070fffc0-3894-4aa4-bdd7-6cac3a4fd9a9,PREADVICE,2021-02-27,2021-02-24,US17275R1023,PRIM,37.24980854,USD,MATCHED,LOW,
073dd254-bc42-4c8b-b131-9734e83407e0,PREADVICE,2021-02-26,2021-02-24,US00724F1012,SECM,256.2310862,GBP,UNMATCHED,MEDIUM,
073e9fa3-87a1-45b8-bd24-7ed155e07ebe,PREADVICE,2021-02-26,2021-02-24,US30303M1027,OTCO,381.7800442,INR,MATCHED,MEDIUM,
0759abcf-607f-4966-97bf-9e9188d8e38d,PREADVICE,2021-02-25,2021-02-24,US02376R1023,EXCH,227.0404454,USD,MATCHED,HIGH,
07d36160-d5e4-4850-88e9-a415b9c814bc,PREADVICE,2021-02-26,2021-02-24,US4581401001,PRIM,259.885155,USD,ERROR,MEDIUM,
08051bc1-5b89-47a3-8003-8b2a81ed69a0,PREADVICE,2021-02-27,2021-02-24,US5949181045,EXCH,273.985535,GBP,MATCHED,LOW,
0814310a-dde7-483c-a729-94c0674a130b,PREADVICE,2021-02-25,2021-02-24,US0378331005,EXCH,248.4325388,INR,MATCHED,HIGH,
0829955a-929c-409b-994d-fe38e5f68071,PREADVICE,2021-02-26,2021-02-24,US02079K1079,SECM,35.67402445,USD,MATCHED,MEDIUM,
085723e4-2536-4652-b2cb-8e1dfeef72e1,PREADVICE,2021-02-27,2021-02-24,US0378331005,OTCO,1.933688979,USD,UNMATCHED,LOW,
08633454-bc5c-4be3-aa7b-c7bf953f7ca6,PREADVICE,2021-02-27,2021-02-24,US1729674242,EXCH,64.99076692,INR,MATCHED,LOW,
08737fd3-678f-4cd5-a109-b1d2b9c51ab9,PREADVICE,2021-02-27,2021-02-24,US02376R1023,OTCO,52.10947645,USD,UNMATCHED,LOW,
08cacc60-ac01-403b-8527-0f46acdeec4d,PREADVICE,2021-02-27,2021-02-24,US4581401001,PRIM,63.66874569,USD,ERROR,LOW,
090d62dd-a245-4826-a549-f4517c6dab8b,PREADVICE,2021-02-25,2021-02-24,US0378331005,OTCO,99.22644917,INR,UNMATCHED,HIGH,
093a7961-9518-4d41-aef9-8340d7585578,PREADVICE,2021-02-27,2021-02-24,US1729674242,SECM,102.6543194,USD,MATCHED,LOW,
098a14cf-6eb4-46d3-97c8-c226ef365de9,PREADVICE,2021-02-25,2021-02-24,US5949181045,EXCH,539.167331,GBP,ERROR,HIGH,
0a2ea7d4-f45c-48db-bb97-3fe3527f6b71,PREADVICE,2021-02-25,2021-02-24,US4581401001,PRIM,128.918658,GBP,MATCHED,HIGH,
0a3183a7-28bb-497d-b8e5-8df609ed0a33,PREADVICE,2021-02-25,2021-02-24,US4581401001,SECM,237.6260121,USD,MATCHED,HIGH,
0a559915-efdf-41a0-802c-1c4bdf7a7ba6,PREADVICE,2021-02-27,2021-02-24,US0231351067,OTCO,284.0428044,USD,ERROR,LOW,
0aab59f2-970b-4700-9fbc-2032efe64e8f,PREADVICE,2021-02-25,2021-02-24,US4581401001,PRIM,398.4565021,INR,MATCHED,HIGH,
0ab09752-88cc-4a55-8d36-66bf77705bd3,PREADVICE,2021-02-27,2021-02-24,US17275R1023,OTCO,732.5685731,USD,MATCHED,LOW,
0ae812d3-eeca-41df-a077-af755ac58c47,PREADVICE,2021-02-25,2021-02-24,US0231351067,EXCH,203.9415379,USD,MATCHED,HIGH,
0bcf7a2b-0fc4-48c2-9aa6-a8e122fbd5ab,PREADVICE,2021-02-26,2021-02-24,US30303M1027,OTCO,39.98586166,INR,MATCHED,MEDIUM,
0beb4a3a-aa45-4269-8b7f-e217cd32a3fe,PREADVICE,2021-02-27,2021-02-24,US02376R1023,SECM,5.247468692,INR,MATCHED,LOW,
0c1f6b91-2a50-4b83-a138-6be4b266fa10,PREADVICE,2021-02-26,2021-02-24,US17275R1023,OTCO,543.0343138,USD,ERROR,MEDIUM,
0c2c9462-4d96-489f-b189-3cf773d60999,PREADVICE,2021-02-25,2021-02-24,US02079K1079,SECM,487.6230002,USD,MATCHED,HIGH,
0c4daa8a-55f6-4525-b2bc-41171bf83bd3,PREADVICE,2021-02-25,2021-02-24,US5949181045,OTCO,731.8450919,GBP,MATCHED,HIGH,
0c7714c7-bbe6-43c1-9064-9d9f1a55c113,PREADVICE,2021-02-26,2021-02-24,US0231351067,EXCH,61.09576075,USD,MATCHED,MEDIUM,
0cbe4fce-65c7-44cc-bc0c-e63762ad6e67,PREADVICE,2021-02-26,2021-02-24,US1729674242,EXCH,489.5134292,INR,ERROR,MEDIUM,
0cfc124f-225a-4029-b094-92d7d86424ce,PREADVICE,2021-02-26,2021-02-24,US17275R1023,PRIM,208.2403938,INR,MATCHED,MEDIUM,
0d51377d-9580-476d-a103-21613f13436b,PREADVICE,2021-02-27,2021-02-24,US4581401001,SECM,297.4351387,INR,MATCHED,LOW,
0dc21dcb-38ab-42ff-b8e2-f83b348b18fd,PREADVICE,2021-02-25,2021-02-24,US17275R1023,SECM,396.7620165,GBP,MATCHED,HIGH,
0ddeba83-863d-4257-8000-3facee88d3d5,PREADVICE,2021-02-25,2021-02-24,US30303M1027,SECM,851.6847706,USD,MATCHED,HIGH,
0df5417a-9c4d-487a-af4d-8f08963fbb86,PREADVICE,2021-02-27,2021-02-24,US02079K1079,EXCH,572.517333,INR,UNMATCHED,LOW,
0e51e69f-89d0-4894-b01a-898a476c8daa,PREADVICE,2021-02-26,2021-02-24,US17275R1023,SECM,288.14419,INR,MATCHED,MEDIUM,
0e667d5e-b2ff-4979-a297-dafbd0b70bc0,PREADVICE,2021-02-26,2021-02-24,US5949181045,OTCO,49.4845449,USD,MATCHED,MEDIUM,
0eaaa429-5daa-4820-a687-1a47b83a6e5b,PREADVICE,2021-02-27,2021-02-24,US17275R1023,EXCH,262.3847019,GBP,MATCHED,LOW,
0eee3079-f8ee-4775-8cc0-24098918d162,PREADVICE,2021-02-25,2021-02-24,US17275R1023,PRIM,102.998688,USD,UNMATCHED,HIGH,
0f4bbbe1-73ca-4e1b-8d4c-c8c718dae8bf,PREADVICE,2021-02-26,2021-02-24,US00724F1012,SECM,187.7928069,GBP,UNMATCHED,MEDIUM,
0fe01cbc-9196-472f-956a-5953120b465b,PREADVICE,2021-02-25,2021-02-24,US17275R1023,PRIM,44.6421074,INR,UNMATCHED,HIGH,
1008c9c8-194d-4a31-b80c-29fe53761896,PREADVICE,2021-02-27,2021-02-24,US0378331005,EXCH,560.8851786,INR,MATCHED,LOW,
1023e934-8d6a-421b-823e-9aa6765bd8b1,PREADVICE,2021-02-25,2021-02-24,US4592001014,OTCO,211.6459977,INR,UNMATCHED,HIGH,
10d9599d-7189-498b-935d-a3e3df41f549,PREADVICE,2021-02-26,2021-02-24,US00724F1012,OTCO,495.6530118,USD,ERROR,MEDIUM,
10da43d4-23b7-44c9-b505-24918c7e6e2d,PREADVICE,2021-02-26,2021-02-24,US17275R1023,SECM,70.37580282,INR,MATCHED,MEDIUM,
114108dd-9a63-4bff-8ebd-998eeb89d7f0,PREADVICE,2021-02-25,2021-02-24,US4581401001,EXCH,75.39137122,USD,MATCHED,HIGH,
115c0ab1-380e-4971-9e78-3a0b08f8de2d,PREADVICE,2021-02-26,2021-02-24,US0378331005,OTCO,180.7155575,INR,MATCHED,MEDIUM,
116f1e15-fdab-450a-b3d8-dad4908f9815,PREADVICE,2021-02-27,2021-02-24,US4581401001,OTCO,193.0962752,USD,MATCHED,LOW,
119ec225-ae04-4080-8b1b-b5ae06c4fda1,PREADVICE,2021-02-26,2021-02-24,US30303M1027,SECM,1.490481477,INR,MATCHED,MEDIUM,
11c501a8-2e10-43d2-9f88-1a142adf115d,PREADVICE,2021-02-27,2021-02-24,US0378331005,OTCO,81.81527668,INR,MATCHED,LOW,
12124824-902d-4fca-9d3c-76e7befac9ec,PREADVICE,2021-02-27,2021-02-24,US0231351067,SECM,162.4714572,GBP,ERROR,LOW,
12871b5d-8bfb-4950-8f49-e628d3942e06,PREADVICE,2021-02-27,2021-02-24,US5949181045,PRIM,79.14010204,USD,UNMATCHED,LOW,
12872971-9ca0-4407-8a5b-deca41483fab,PREADVICE,2021-02-27,2021-02-24,US4592001014,EXCH,132.3727295,USD,MATCHED,LOW,
12f0f0e0-3206-43c8-8fa4-654279242c4a,PREADVICE,2021-02-26,2021-02-24,US4581401001,OTCO,17.54050447,USD,MATCHED,MEDIUM,
1341c5b2-969e-424a-a5be-8c3a385a743c,PREADVICE,2021-02-25,2021-02-24,US30303M1027,SECM,5.063964991,INR,UNMATCHED,HIGH,
13428c47-f4d8-4e4c-b566-56d49ef51e11,PREADVICE,2021-02-25,2021-02-24,US4581401001,SECM,828.9609272,USD,MATCHED,HIGH,
13479a48-3163-48db-9774-39d93a27e3e7,PREADVICE,2021-02-27,2021-02-24,US00724F1012,OTCO,397.5425093,USD,MATCHED,LOW,
1387626c-ddc6-4b8b-a36f-4bb349fddf2d,PREADVICE,2021-02-27,2021-02-24,US00724F1012,OTCO,56.29885757,USD,MATCHED,LOW,
139c4e3d-793a-4d36-beed-7c63ae344f8d,PREADVICE,2021-02-25,2021-02-24,US4581401001,OTCO,341.361787,INR,ERROR,HIGH,
13c689ab-312a-4cef-9ee2-8e829dca6f19,PREADVICE,2021-02-26,2021-02-24,US17275R1023,OTCO,9.033714926,GBP,MATCHED,MEDIUM,
143ea806-8cd6-49f1-967e-f62cb2fdb970,PREADVICE,2021-02-26,2021-02-24,US4581401001,PRIM,340.7656657,GBP,MATCHED,MEDIUM,
145d9f80-4a32-447d-a90f-85bb9008e74a,PREADVICE,2021-02-27,2021-02-24,US17275R1023,EXCH,40.97446921,USD,MATCHED,LOW,
1469b7ad-25d8-4679-98e3-97b2a3abba27,PREADVICE,2021-02-27,2021-02-24,US4592001014,EXCH,468.7335876,GBP,ERROR,LOW,
14752a75-1ac5-498e-b1af-350cbf7e6d3e,PREADVICE,2021-02-26,2021-02-24,US00724F1012,OTCO,215.1715251,GBP,UNMATCHED,MEDIUM,
1476d430-be15-4be9-bb2b-651778d67c16,PREADVICE,2021-02-25,2021-02-24,US00724F1012,SECM,41.77325253,GBP,MATCHED,HIGH,
14c62d51-a662-468f-8325-71d70f99506b,PREADVICE,2021-02-26,2021-02-24,US00724F1012,SECM,15.81551583,INR,UNMATCHED,MEDIUM,
14cfe04e-e3ce-40fe-a218-c45e55017c24,PREADVICE,2021-02-27,2021-02-24,US5949181045,PRIM,318.4847882,GBP,MATCHED,LOW,
14de69f4-a1ec-4e0e-afa4-f7d4bc66991a,PREADVICE,2021-02-27,2021-02-24,US30303M1027,SECM,26.08678565,INR,MATCHED,LOW,
15156ade-2af3-433e-944d-1b7433f78ef7,PREADVICE,2021-02-26,2021-02-24,US02079K1079,SECM,337.5593547,GBP,MATCHED,MEDIUM,
15196501-7cd5-4e7e-bd69-0ebdc7e55fae,PREADVICE,2021-02-27,2021-02-24,US0378331005,OTCO,80.11834788,USD,ERROR,LOW,
1540e8c7-2372-4781-9c8a-07c441874a4f,PREADVICE,2021-02-26,2021-02-24,US02376R1023,PRIM,79.41311334,INR,MATCHED,MEDIUM,
15675a07-f7cb-4951-99ff-f586aebe0e09,PREADVICE,2021-02-26,2021-02-24,US02376R1023,EXCH,702.3484216,GBP,MATCHED,MEDIUM,
15aa2f94-5ec2-4ce3-be26-e1651d456994,PREADVICE,2021-02-27,2021-02-24,US02376R1023,EXCH,28.85759596,INR,MATCHED,LOW,
15d749b0-e1c3-4315-af8f-ee41840aceed,PREADVICE,2021-02-25,2021-02-24,US4592001014,SECM,450.0813833,INR,MATCHED,HIGH,
15df5a95-5293-416b-92ea-039cfb39b814,PREADVICE,2021-02-27,2021-02-24,US0231351067,OTCO,65.23052516,USD,MATCHED,LOW,
15e3e143-5c66-43bf-8945-6be6743797e0,PREADVICE,2021-02-25,2021-02-24,US1729674242,EXCH,121.2626197,USD,ERROR,HIGH,
15f3380c-53b6-4c20-b5c6-32d4280e41f2,PREADVICE,2021-02-27,2021-02-24,US02376R1023,SECM,157.0314462,GBP,MATCHED,LOW,
1640e3f7-4cb7-4e84-add0-252ad16b5d3b,PREADVICE,2021-02-25,2021-02-24,US0231351067,PRIM,36.74627192,GBP,MATCHED,HIGH,
1642b3d2-c649-42f5-a577-26af9626962e,PREADVICE,2021-02-26,2021-02-24,US02376R1023,SECM,8.543494534,INR,MATCHED,MEDIUM,
164b078d-4fe5-4470-aba5-f14df00700ef,PREADVICE,2021-02-27,2021-02-24,US4592001014,EXCH,418.9897356,GBP,MATCHED,LOW,
165f58fc-03a0-4bac-9157-d3bf7e257172,PREADVICE,2021-02-26,2021-02-24,US02376R1023,SECM,33.19655048,GBP,MATCHED,MEDIUM,
16b4e073-4e75-4525-92a2-5a7294fb7cb4,PREADVICE,2021-02-26,2021-02-24,US0378331005,SECM,622.8683105,USD,MATCHED,MEDIUM,
16ce2f44-ebb5-46d0-ab5e-c3c711025dc5,PREADVICE,2021-02-27,2021-02-24,US00724F1012,OTCO,581.5940986,GBP,MATCHED,LOW,
16e1e7c9-a038-4f8e-9b81-a24ffdff7dbc,PREADVICE,2021-02-27,2021-02-24,US1729674242,EXCH,117.7586801,USD,MATCHED,LOW,
176e18cb-354e-4128-b5bd-9d9578df2595,PREADVICE,2021-02-26,2021-02-24,US17275R1023,PRIM,335.0218856,GBP,UNMATCHED,MEDIUM,
1783cb0e-bbc1-43c3-9133-08b21ec91aa4,PREADVICE,2021-02-25,2021-02-24,US1729674242,OTCO,378.7290105,GBP,MATCHED,HIGH,
18253e95-2e75-4a7e-a15b-3052adbc97a1,PREADVICE,2021-02-25,2021-02-24,US17275R1023,OTCO,251.1875866,USD,UNMATCHED,HIGH,
187c0b10-c3ab-4f2d-83aa-c67793f145bf,PREADVICE,2021-02-25,2021-02-24,US02376R1023,SECM,65.63827205,INR,MATCHED,HIGH,
1948ca61-08b5-4d02-bed7-4b800b2de415,PREADVICE,2021-02-27,2021-02-24,US0378331005,SECM,79.42084253,USD,MATCHED,LOW,
197a21f8-1238-492d-b82f-41c4473c279d,PREADVICE,2021-02-27,2021-02-24,US1729674242,OTCO,191.2455565,USD,UNMATCHED,LOW,
19e778ff-c40a-4d2a-8e66-281d086631d9,PREADVICE,2021-02-25,2021-02-24,US30303M1027,EXCH,659.1330806,INR,UNMATCHED,HIGH,
19ee7f3b-e3db-463e-8ced-3192d902f438,PREADVICE,2021-02-25,2021-02-24,US0231351067,EXCH,265.4947556,GBP,MATCHED,HIGH,
1a0a02e1-e807-4ee1-986c-e3fd4c17e8e0,PREADVICE,2021-02-27,2021-02-24,US4581401001,SECM,239.9710905,INR,MATCHED,LOW,
1a53c9e1-9213-4a0d-a517-adae268539be,PREADVICE,2021-02-27,2021-02-24,US4581401001,SECM,189.9149985,INR,MATCHED,LOW,
1ae5627d-ffb6-44a2-9f0f-288b55b098de,PREADVICE,2021-02-25,2021-02-24,US30303M1027,EXCH,769.0038774,USD,ERROR,HIGH,
1aef61b9-3588-4913-8f38-5be542b9bb02,PREADVICE,2021-02-25,2021-02-24,US5949181045,OTCO,713.9429381,USD,MATCHED,HIGH,
1b3d6354-a485-49ab-a5a1-16c178dcf19b,PREADVICE,2021-02-25,2021-02-24,US17275R1023,PRIM,301.1135171,INR,MATCHED,HIGH,
1b51fcec-d544-486d-98b2-1c014a33ee4a,PREADVICE,2021-02-27,2021-02-24,US30303M1027,SECM,112.1011438,USD,UNMATCHED,LOW,
1b546297-0e1a-466b-888e-b498596344d9,PREADVICE,2021-02-27,2021-02-24,US17275R1023,EXCH,670.285247,INR,MATCHED,LOW,
1b7bab17-0733-4620-b97a-47b97a8e8e7e,PREADVICE,2021-02-26,2021-02-24,US0378331005,EXCH,305.0725316,GBP,UNMATCHED,MEDIUM,
1bc9b253-cd59-46d2-9795-8f433208dfd9,PREADVICE,2021-02-27,2021-02-24,US17275R1023,OTCO,150.0384717,USD,UNMATCHED,LOW,
1c119501-d6b2-42b3-b3c9-f12bbf07adad,PREADVICE,2021-02-26,2021-02-24,US5949181045,PRIM,203.8521081,GBP,MATCHED,MEDIUM,
1c30b4de-d776-4f41-a51e-1dcb0246b4d4,PREADVICE,2021-02-25,2021-02-24,US02079K1079,SECM,955.7981307,USD,MATCHED,HIGH,
1c83a9ff-4034-4aac-8d5b-c4cd55e490ab,PREADVICE,2021-02-26,2021-02-24,US30303M1027,SECM,23.8766954,GBP,MATCHED,MEDIUM,
1c8abd62-84ba-461a-b7c6-9076ea56f765,PREADVICE,2021-02-27,2021-02-24,US4592001014,PRIM,136.6980453,USD,MATCHED,LOW,
